Index,TIMESTAMP,BID_PRICE,BID_SIZE,ASK_PRICE,ASK_SIZE
3680,2014-01-02 01:56:40.417170,233.06,7.0,233.1,1.0
3681,2014-01-02 01:56:40.917424,233.06,6.0,233.11,1.0
3682,2014-01-02 01:56:41.417396,233.07,2.0,233.11,1.0
3683,2014-01-02 01:56:42.417764,233.07,2.0,233.12,1.0
3684,2014-01-02 01:56:42.917592,233.07,3.0,233.12,1.0
3685,2014-01-02 01:56:43.417926,233.07,5.0,233.12,1.0
3686,2014-01-02 01:56:43.918317,233.08,7.0,233.13,1.0
3687,2014-01-02 01:56:44.918426,233.09,3.0,233.14,2.0
3688,2014-01-02 01:56:45.418264,233.09,5.0,233.14,4.0
3689,2014-01-02 01:56:47.918798,233.1,1.0,233.13,2.0
3690,2014-01-02 01:56:48.415038,233.1,2.0,233.14,2.0
3691,2014-01-02 01:56:48.919419,233.1,3.0,233.14,2.0
3692,2014-01-02 01:56:49.419316,233.1,5.0,233.14,4.0
3693,2014-01-02 01:56:49.919011,233.1,4.0,233.14,4.0
3694,2014-01-02 01:56:50.419465,233.1,3.0,233.14,4.0
3695,2014-01-02 01:56:50.919578,233.1,4.0,233.14,4.0
3696,2014-01-02 01:56:51.919783,233.1,5.0,233.14,4.0
3697,2014-01-02 01:56:52.419588,233.1,5.0,233.14,5.0
3698,2014-01-02 01:56:52.919689,233.1,4.0,233.14,5.0
3699,2014-01-02 01:56:53.419866,233.11,2.0,233.14,5.0
3700,2014-01-02 01:56:54.420398,233.11,4.0,233.14,5.0
3701,2014-01-02 01:56:55.420628,233.11,4.0,233.14,6.0
3702,2014-01-02 01:56:55.920647,233.11,4.0,233.14,8.0
3703,2014-01-02 01:56:56.921121,233.11,5.0,233.14,8.0
3704,2014-01-02 01:56:57.420992,233.11,5.0,233.14,7.0
3705,2014-01-02 01:57:01.421696,233.09,2.0,233.14,8.0
3706,2014-01-02 01:57:01.922176,233.1,1.0,233.14,4.0
3707,2014-01-02 01:57:02.921930,233.07,1.0,233.13,6.0
3708,2014-01-02 01:57:03.420884,233.07,2.0,233.13,8.0
3709,2014-01-02 01:57:03.922555,233.07,3.0,233.13,8.0
3710,2014-01-02 01:57:04.422714,233.07,4.0,233.13,7.0
3711,2014-01-02 01:57:04.922875,233.08,2.0,233.13,7.0
3712,2014-01-02 01:57:05.422765,233.08,2.0,233.13,5.0
3713,2014-01-02 01:57:05.923197,233.09,1.0,233.13,2.0
3714,2014-01-02 01:57:06.423005,233.09,2.0,233.13,3.0
3715,2014-01-02 01:57:07.923169,233.09,2.0,233.13,4.0
3716,2014-01-02 01:57:08.421318,233.09,1.0,233.13,5.0
3717,2014-01-02 01:57:10.424402,233.1,1.0,233.14,6.0
3718,2014-01-02 01:57:11.424652,233.1,11.0,233.14,2.0
3719,2014-01-02 01:57:11.924181,233.1,13.0,233.14,2.0
3720,2014-01-02 01:57:12.924690,233.12,1.0,233.15,4.0
3721,2014-01-02 01:57:13.422479,233.12,2.0,233.16,6.0
3722,2014-01-02 01:57:14.425226,233.12,3.0,233.16,6.0
3723,2014-01-02 01:57:14.925500,233.12,4.0,233.16,4.0
3724,2014-01-02 01:57:15.925280,233.12,4.0,233.16,3.0
3725,2014-01-02 01:57:16.425359,233.12,3.0,233.16,3.0
3726,2014-01-02 01:57:18.422862,233.13,2.0,233.16,1.0
3727,2014-01-02 01:57:18.926471,233.13,4.0,233.18,1.0
3728,2014-01-02 01:57:19.426359,233.13,3.0,233.18,1.0
3729,2014-01-02 01:57:19.926465,233.13,4.0,233.17,1.0
3730,2014-01-02 01:57:20.426427,233.13,5.0,233.17,2.0
3731,2014-01-02 01:57:20.926374,233.13,9.0,233.17,2.0
3732,2014-01-02 01:57:21.425555,233.13,7.0,233.16,1.0
3733,2014-01-02 01:57:22.426565,233.13,8.0,233.16,1.0
3734,2014-01-02 01:57:22.926606,233.13,7.0,233.16,1.0
3735,2014-01-02 01:57:24.427281,233.11,1.0,233.16,2.0
3736,2014-01-02 01:57:25.427516,233.11,1.0,233.15,2.0
3737,2014-01-02 01:57:25.927886,233.1,12.0,233.15,6.0
3738,2014-01-02 01:57:27.927514,233.1,13.0,233.15,6.0
3739,2014-01-02 01:57:28.422896,233.1,13.0,233.15,5.0
3740,2014-01-02 01:57:31.428037,233.1,13.0,233.15,8.0
3741,2014-01-02 01:57:31.928824,233.1,13.0,233.14,1.0
3742,2014-01-02 01:57:32.429432,233.09,4.0,233.13,1.0
3743,2014-01-02 01:57:32.929111,233.09,4.0,233.13,3.0
3744,2014-01-02 01:57:34.929468,233.09,4.0,233.12,2.0
3745,2014-01-02 01:57:35.430017,233.06,7.0,233.11,2.0
3746,2014-01-02 01:57:35.929879,233.06,5.0,233.1,1.0
3747,2014-01-02 01:57:36.430055,233.06,4.0,233.1,3.0
3748,2014-01-02 01:57:36.929679,233.06,4.0,233.1,4.0
3749,2014-01-02 01:57:37.430099,233.06,5.0,233.09,1.0
3750,2014-01-02 01:57:37.930330,233.06,5.0,233.09,3.0
3751,2014-01-02 01:57:38.430308,233.06,5.0,233.09,4.0
3752,2014-01-02 01:57:38.930345,233.06,5.0,233.09,5.0
3753,2014-01-02 01:57:39.930922,233.06,7.0,233.09,1.0
3754,2014-01-02 01:57:40.430789,233.06,7.0,233.1,1.0
3755,2014-01-02 01:57:40.931216,233.07,1.0,233.11,1.0
3756,2014-01-02 01:57:41.431132,233.07,3.0,233.12,2.0
3757,2014-01-02 01:57:41.931283,233.07,4.0,233.12,3.0
3758,2014-01-02 01:57:42.431241,233.07,4.0,233.11,2.0
3759,2014-01-02 01:57:43.432020,233.09,1.0,233.12,2.0
3760,2014-01-02 01:57:43.931914,233.08,2.0,233.12,2.0
3761,2014-01-02 01:57:44.432039,233.08,3.0,233.12,2.0
3762,2014-01-02 01:57:46.432464,233.08,2.0,233.11,1.0
3763,2014-01-02 01:57:47.432808,233.08,3.0,233.11,2.0
3764,2014-01-02 01:57:48.432497,233.08,4.0,233.11,2.0
3765,2014-01-02 01:57:51.433652,233.08,5.0,233.13,2.0
3766,2014-01-02 01:57:51.933559,233.09,1.0,233.13,2.0
3767,2014-01-02 01:57:52.434142,233.09,5.0,233.13,1.0
3768,2014-01-02 01:57:54.434662,233.08,1.0,233.14,6.0
3769,2014-01-02 01:57:54.934255,233.08,1.0,233.13,2.0
3770,2014-01-02 01:57:55.434506,233.08,2.0,233.13,4.0
3771,2014-01-02 01:57:55.935221,233.07,1.0,233.1,3.0
3772,2014-01-02 01:57:57.434926,233.07,1.0,233.1,2.0
3773,2014-01-02 01:57:58.935283,233.07,2.0,233.12,2.0
3774,2014-01-02 01:58:01.434117,233.06,9.0,233.09,4.0
3775,2014-01-02 01:58:01.935988,233.06,9.0,233.09,3.0
3776,2014-01-02 01:58:04.436012,233.06,9.0,233.09,4.0
3777,2014-01-02 01:58:04.936980,233.04,6.0,233.08,5.0
3778,2014-01-02 01:58:05.436998,233.04,6.0,233.08,4.0
3779,2014-01-02 01:58:05.936879,233.04,7.0,233.09,4.0
3780,2014-01-02 01:58:07.437374,233.05,4.0,233.11,3.0
3781,2014-01-02 01:58:07.937556,233.05,4.0,233.09,1.0
3782,2014-01-02 01:58:08.437332,233.05,2.0,233.09,1.0
3783,2014-01-02 01:58:10.938050,233.04,8.0,233.09,2.0
3784,2014-01-02 01:58:11.438000,233.04,8.0,233.09,3.0
3785,2014-01-02 01:58:12.938249,233.04,8.0,233.09,2.0
3786,2014-01-02 01:58:14.438603,233.04,6.0,233.09,2.0
3787,2014-01-02 01:58:18.939386,233.04,6.0,233.08,1.0
3788,2014-01-02 01:58:19.439803,233.04,2.0,233.08,4.0
3789,2014-01-02 01:58:19.939686,233.04,1.0,233.08,2.0
3790,2014-01-02 01:58:21.439589,233.04,1.0,233.07,1.0
3791,2014-01-02 01:58:21.940033,233.04,2.0,233.07,1.0
3792,2014-01-02 01:58:22.440003,233.04,1.0,233.08,2.0
3793,2014-01-02 01:58:24.440431,233.03,6.0,233.08,2.0
3794,2014-01-02 01:58:26.940949,233.03,2.0,233.08,2.0
3795,2014-01-02 01:58:27.441138,233.03,1.0,233.08,1.0
3796,2014-01-02 01:58:29.441495,233.03,1.0,233.07,1.0
3797,2014-01-02 01:58:29.941677,233.03,1.0,233.07,2.0
3798,2014-01-02 01:58:30.441427,233.03,1.0,233.06,1.0
3799,2014-01-02 01:58:30.942156,233.02,4.0,233.06,1.0
3800,2014-01-02 01:58:31.442171,233.02,6.0,233.06,1.0
3801,2014-01-02 01:58:31.942201,233.02,6.0,233.06,3.0
3802,2014-01-02 01:58:32.442505,233.02,1.0,233.06,4.0
3803,2014-01-02 01:58:32.942846,233.02,5.0,233.07,3.0
3804,2014-01-02 01:58:33.442822,233.02,2.0,233.07,5.0
3805,2014-01-02 01:58:33.943183,233.01,6.0,233.06,3.0
3806,2014-01-02 01:58:34.443106,233.01,2.0,233.06,4.0
3807,2014-01-02 01:58:34.943853,233.0,6.0,233.04,1.0
3808,2014-01-02 01:58:35.443783,233.03,2.0,233.07,2.0
3809,2014-01-02 01:58:35.943799,233.02,8.0,233.07,4.0
3810,2014-01-02 01:58:36.443857,233.02,8.0,233.07,3.0
3811,2014-01-02 01:58:37.443785,233.02,9.0,233.07,3.0
3812,2014-01-02 01:58:37.943958,233.03,1.0,233.07,3.0
3813,2014-01-02 01:58:38.944080,233.03,2.0,233.07,2.0
3814,2014-01-02 01:58:39.444831,233.04,1.0,233.09,2.0
3815,2014-01-02 01:58:39.945383,233.06,4.0,233.13,4.0
3816,2014-01-02 01:58:40.445428,233.07,1.0,233.13,4.0
3817,2014-01-02 01:58:40.946000,233.08,3.0,233.14,4.0
3818,2014-01-02 01:58:41.445740,233.09,5.0,233.14,2.0
3819,2014-01-02 01:58:41.945548,233.09,2.0,233.14,2.0
3820,2014-01-02 01:58:42.945823,233.09,1.0,233.13,1.0
3821,2014-01-02 01:58:43.445901,233.09,2.0,233.13,1.0
3822,2014-01-02 01:58:43.943298,233.09,4.0,233.13,1.0
3823,2014-01-02 01:58:44.945911,233.09,1.0,233.13,1.0
3824,2014-01-02 01:58:45.446433,233.1,1.0,233.13,1.0
3825,2014-01-02 01:58:46.946579,233.09,2.0,233.13,1.0
3826,2014-01-02 01:58:47.446754,233.09,5.0,233.13,2.0
3827,2014-01-02 01:58:49.448943,233.09,1.0,233.13,2.0
3828,2014-01-02 01:58:50.946945,233.09,2.0,233.13,2.0
3829,2014-01-02 01:58:51.947410,233.09,5.0,233.14,2.0
3830,2014-01-02 01:58:52.948346,233.12,3.0,233.17,1.0
3831,2014-01-02 01:58:53.948719,233.12,3.0,233.16,1.0
3832,2014-01-02 01:58:54.448419,233.12,3.0,233.16,2.0
3833,2014-01-02 01:58:54.948437,233.12,3.0,233.16,1.0
3834,2014-01-02 01:58:55.448531,233.12,1.0,233.16,1.0
3835,2014-01-02 01:58:55.948806,233.13,1.0,233.17,2.0
3836,2014-01-02 01:58:56.449025,233.13,1.0,233.18,2.0
3837,2014-01-02 01:58:56.949273,233.13,3.0,233.18,2.0
3838,2014-01-02 01:58:57.449052,233.13,5.0,233.18,2.0
3839,2014-01-02 01:58:59.949425,233.13,5.0,233.17,1.0
3840,2014-01-02 01:59:00.449342,233.13,4.0,233.17,1.0
3841,2014-01-02 01:59:01.449457,233.13,3.0,233.17,1.0
3842,2014-01-02 01:59:03.450160,233.13,3.0,233.17,2.0
3843,2014-01-02 01:59:04.450393,233.14,1.0,233.17,1.0
3844,2014-01-02 01:59:04.951146,233.12,6.0,233.17,3.0
3845,2014-01-02 01:59:05.450689,233.12,6.0,233.16,1.0
3846,2014-01-02 01:59:06.451041,233.12,1.0,233.16,2.0
3847,2014-01-02 01:59:10.452133,233.11,4.0,233.14,1.0
3848,2014-01-02 01:59:11.452458,233.1,2.0,233.14,2.0
3849,2014-01-02 01:59:11.952532,233.1,2.0,233.14,3.0
3850,2014-01-02 01:59:14.452730,233.1,3.0,233.14,2.0
3851,2014-01-02 01:59:14.949860,233.1,4.0,233.14,2.0
3852,2014-01-02 01:59:15.453176,233.11,3.0,233.15,4.0
3853,2014-01-02 01:59:16.453492,233.11,1.0,233.15,5.0
3854,2014-01-02 01:59:17.453471,233.1,3.0,233.15,5.0
3855,2014-01-02 01:59:17.953570,233.1,3.0,233.14,1.0
3856,2014-01-02 01:59:20.453424,233.08,1.0,233.12,5.0
3857,2014-01-02 01:59:20.954501,233.08,1.0,233.12,6.0
3858,2014-01-02 01:59:21.954517,233.08,2.0,233.12,7.0
3859,2014-01-02 01:59:22.454512,233.08,5.0,233.12,6.0
3860,2014-01-02 01:59:22.954907,233.08,3.0,233.12,7.0
3861,2014-01-02 01:59:25.455253,233.08,2.0,233.12,6.0
3862,2014-01-02 01:59:27.455067,233.08,1.0,233.12,6.0
3863,2014-01-02 01:59:28.955848,233.07,4.0,233.12,6.0
3864,2014-01-02 01:59:29.455611,233.07,5.0,233.12,6.0
3865,2014-01-02 01:59:29.955479,233.07,6.0,233.12,6.0
3866,2014-01-02 01:59:30.454115,233.08,1.0,233.12,6.0
3867,2014-01-02 01:59:30.955853,233.08,1.0,233.12,7.0
3868,2014-01-02 01:59:31.456673,233.07,1.0,233.11,4.0
3869,2014-01-02 01:59:31.956252,233.07,1.0,233.11,2.0
3870,2014-01-02 01:59:32.456495,233.07,3.0,233.11,2.0
3871,2014-01-02 01:59:32.956927,233.05,1.0,233.09,2.0
3872,2014-01-02 01:59:33.457498,233.04,2.0,233.07,1.0
3873,2014-01-02 01:59:33.957511,233.04,3.0,233.08,1.0
3874,2014-01-02 01:59:34.457637,233.04,1.0,233.07,1.0
3875,2014-01-02 01:59:35.453975,233.04,1.0,233.06,1.0
3876,2014-01-02 01:59:35.957847,233.04,1.0,233.07,6.0
3877,2014-01-02 01:59:36.457768,233.04,1.0,233.07,5.0
3878,2014-01-02 01:59:36.958154,233.04,1.0,233.07,6.0
3879,2014-01-02 01:59:37.958256,233.04,1.0,233.07,7.0
3880,2014-01-02 01:59:38.457934,233.04,1.0,233.07,8.0
3881,2014-01-02 01:59:38.958255,233.04,1.0,233.06,1.0
3882,2014-01-02 01:59:39.458391,233.04,1.0,233.06,4.0
3883,2014-01-02 01:59:40.458628,233.04,1.0,233.06,7.0
3884,2014-01-02 01:59:40.958486,233.04,1.0,233.06,8.0
3885,2014-01-02 01:59:43.455710,233.04,1.0,233.06,7.0
3886,2014-01-02 01:59:43.959417,233.04,1.0,233.07,7.0
3887,2014-01-02 01:59:44.459990,233.05,1.0,233.09,1.0
3888,2014-01-02 01:59:44.960108,233.05,2.0,233.09,1.0
3889,2014-01-02 01:59:45.460076,233.05,1.0,233.09,1.0
3890,2014-01-02 01:59:45.959948,233.05,1.0,233.09,2.0
3891,2014-01-02 01:59:46.458357,233.05,1.0,233.09,4.0
3892,2014-01-02 01:59:47.460367,233.05,3.0,233.09,1.0
3893,2014-01-02 01:59:47.961254,233.05,1.0,233.08,3.0
3894,2014-01-02 01:59:48.960957,233.05,1.0,233.09,1.0
3895,2014-01-02 01:59:50.461478,233.05,1.0,233.09,3.0
3896,2014-01-02 01:59:51.461488,233.05,1.0,233.08,2.0
3897,2014-01-02 01:59:53.959692,233.05,1.0,233.1,1.0
3898,2014-01-02 01:59:54.962785,233.05,1.0,233.09,2.0
3899,2014-01-02 01:59:55.462842,233.05,2.0,233.1,1.0
3900,2014-01-02 01:59:55.959393,233.05,6.0,233.1,1.0
3901,2014-01-02 01:59:56.462851,233.06,1.0,233.1,1.0
3902,2014-01-02 01:59:57.463553,233.1,1.0,233.14,3.0
3903,2014-01-02 01:59:57.963926,233.08,4.0,233.12,1.0
3904,2014-01-02 01:59:59.464212,233.08,4.0,233.13,2.0
3905,2014-01-02 02:00:00.964697,233.07,4.0,233.12,5.0
3906,2014-01-02 02:00:01.465040,233.05,1.0,233.1,3.0
3907,2014-01-02 02:00:01.963702,233.05,1.0,233.09,2.0
3908,2014-01-02 02:00:02.965212,233.03,4.0,233.09,2.0
3909,2014-01-02 02:00:03.465573,233.03,2.0,233.07,2.0
3910,2014-01-02 02:00:04.465601,233.02,2.0,233.06,1.0
3911,2014-01-02 02:00:04.965772,233.02,1.0,233.06,2.0
3912,2014-01-02 02:00:05.966451,233.02,1.0,233.06,5.0
3913,2014-01-02 02:00:06.466872,233.0,1.0,233.05,3.0
3914,2014-01-02 02:00:07.466989,232.99,21.0,233.05,5.0
3915,2014-01-02 02:00:07.967100,232.99,21.0,233.04,1.0
3916,2014-01-02 02:00:08.469902,232.99,21.0,233.04,2.0
3917,2014-01-02 02:00:09.467457,232.99,21.0,233.04,4.0
3918,2014-01-02 02:00:09.967557,232.99,20.0,233.04,5.0
3919,2014-01-02 02:00:10.467649,232.99,18.0,233.03,1.0
3920,2014-01-02 02:00:10.967513,232.99,17.0,233.03,1.0
3921,2014-01-02 02:00:11.467797,232.99,17.0,233.03,3.0
3922,2014-01-02 02:00:12.463386,232.99,17.0,233.03,4.0
3923,2014-01-02 02:00:12.967832,232.99,16.0,233.03,4.0
3924,2014-01-02 02:00:13.468516,232.99,13.0,233.03,4.0
3925,2014-01-02 02:00:14.468646,233.0,1.0,233.03,3.0
3926,2014-01-02 02:00:14.968771,233.0,2.0,233.04,5.0
3927,2014-01-02 02:00:15.469036,233.01,1.0,233.04,5.0
3928,2014-01-02 02:00:15.969271,233.01,1.0,233.05,1.0
3929,2014-01-02 02:00:16.469736,233.02,1.0,233.07,1.0
3930,2014-01-02 02:00:17.469979,233.02,3.0,233.07,3.0
3931,2014-01-02 02:00:17.969849,233.02,2.0,233.07,3.0
3932,2014-01-02 02:00:18.970064,233.02,4.0,233.07,1.0
3933,2014-01-02 02:00:19.470479,233.02,2.0,233.07,2.0
3934,2014-01-02 02:00:20.972155,233.02,2.0,233.06,2.0
3935,2014-01-02 02:00:21.471911,233.02,3.0,233.06,2.0
3936,2014-01-02 02:00:21.972250,233.02,3.0,233.05,1.0
3937,2014-01-02 02:00:22.474862,233.02,1.0,233.05,1.0
3938,2014-01-02 02:00:22.972336,233.01,18.0,233.05,2.0
3939,2014-01-02 02:00:23.472633,233.01,16.0,233.05,1.0
3940,2014-01-02 02:00:23.972551,233.01,1.0,233.05,1.0
3941,2014-01-02 02:00:24.472861,233.01,1.0,233.05,2.0
3942,2014-01-02 02:00:24.972769,233.01,2.0,233.05,2.0
3943,2014-01-02 02:00:25.472987,233.01,2.0,233.05,1.0
3944,2014-01-02 02:00:26.973382,233.01,1.0,233.05,2.0
3945,2014-01-02 02:00:27.473511,233.01,5.0,233.06,2.0
3946,2014-01-02 02:00:28.473875,233.01,6.0,233.06,2.0
3947,2014-01-02 02:00:29.971003,233.02,1.0,233.07,1.0
3948,2014-01-02 02:00:30.470254,233.03,3.0,233.08,1.0
3949,2014-01-02 02:00:30.974771,233.04,2.0,233.09,1.0
3950,2014-01-02 02:00:31.474351,233.04,1.0,233.09,2.0
3951,2014-01-02 02:00:31.974733,233.05,1.0,233.09,2.0
3952,2014-01-02 02:00:32.475301,233.03,3.0,233.08,5.0
3953,2014-01-02 02:00:32.975677,233.03,1.0,233.07,1.0
3954,2014-01-02 02:00:33.475771,233.02,14.0,233.06,1.0
3955,2014-01-02 02:00:33.976441,233.02,13.0,233.06,3.0
3956,2014-01-02 02:00:34.976529,233.02,1.0,233.05,1.0
3957,2014-01-02 02:00:35.476598,233.01,2.0,233.05,3.0
3958,2014-01-02 02:00:35.976439,233.01,1.0,233.04,1.0
3959,2014-01-02 02:00:37.476829,233.0,1.0,233.04,2.0
3960,2014-01-02 02:00:38.477273,233.0,2.0,233.04,2.0
3961,2014-01-02 02:00:38.977290,233.01,1.0,233.04,1.0
3962,2014-01-02 02:00:39.477251,233.0,2.0,233.04,1.0
3963,2014-01-02 02:00:41.478498,233.0,3.0,233.05,1.0
3964,2014-01-02 02:00:41.978340,233.01,2.0,233.06,1.0
3965,2014-01-02 02:00:43.478776,233.02,6.0,233.07,1.0
3966,2014-01-02 02:00:43.981278,233.02,4.0,233.07,1.0
3967,2014-01-02 02:00:44.479035,233.02,5.0,233.08,3.0
3968,2014-01-02 02:00:44.979320,233.02,3.0,233.07,1.0
3969,2014-01-02 02:00:45.479378,233.03,1.0,233.08,6.0
3970,2014-01-02 02:00:46.479189,233.03,1.0,233.08,8.0
3971,2014-01-02 02:00:46.979827,233.04,1.0,233.09,1.0
3972,2014-01-02 02:00:48.980477,233.04,3.0,233.1,1.0
3973,2014-01-02 02:00:49.980926,233.05,2.0,233.1,1.0
3974,2014-01-02 02:00:50.981068,233.06,5.0,233.1,1.0
3975,2014-01-02 02:00:51.481018,233.07,1.0,233.1,1.0
3976,2014-01-02 02:00:51.981045,233.07,2.0,233.1,1.0
3977,2014-01-02 02:00:52.481270,233.07,1.0,233.11,1.0
3978,2014-01-02 02:00:53.981620,233.07,2.0,233.12,1.0
3979,2014-01-02 02:00:54.482406,233.09,1.0,233.12,1.0
3980,2014-01-02 02:00:55.485192,233.07,1.0,233.11,3.0
3981,2014-01-02 02:00:55.983190,233.05,1.0,233.1,6.0
3982,2014-01-02 02:00:56.483262,233.04,1.0,233.08,1.0
3983,2014-01-02 02:00:57.483340,233.02,2.0,233.07,1.0
3984,2014-01-02 02:00:57.988592,233.02,2.0,233.06,1.0
3985,2014-01-02 02:00:58.483372,233.02,1.0,233.06,2.0
3986,2014-01-02 02:00:58.983698,233.02,1.0,233.06,1.0
3987,2014-01-02 02:00:59.983823,233.02,2.0,233.06,1.0
3988,2014-01-02 02:01:00.484208,233.02,1.0,233.06,2.0
3989,2014-01-02 02:01:01.484222,233.0,4.0,233.05,1.0
3990,2014-01-02 02:01:01.984714,233.0,2.0,233.04,1.0
3991,2014-01-02 02:01:02.484711,233.0,2.0,233.04,2.0
3992,2014-01-02 02:01:02.984880,233.0,1.0,233.04,2.0
3993,2014-01-02 02:01:03.485032,233.0,1.0,233.04,4.0
3994,2014-01-02 02:01:04.985529,233.0,1.0,233.04,3.0
3995,2014-01-02 02:01:05.485282,233.0,1.0,233.03,1.0
3996,2014-01-02 02:01:05.985488,232.99,14.0,233.03,1.0
3997,2014-01-02 02:01:06.485915,232.99,16.0,233.03,3.0
3998,2014-01-02 02:01:06.985868,232.99,16.0,233.02,6.0
3999,2014-01-02 02:01:07.486000,232.99,11.0,233.02,7.0
4000,2014-01-02 02:01:08.486343,232.99,10.0,233.02,8.0
4001,2014-01-02 02:01:08.986783,232.98,4.0,233.02,9.0
4002,2014-01-02 02:01:09.487139,232.98,3.0,233.01,1.0
4003,2014-01-02 02:01:09.987337,232.97,4.0,233.0,1.0
4004,2014-01-02 02:01:10.487440,232.97,2.0,233.01,2.0
4005,2014-01-02 02:01:10.987835,232.96,3.0,233.0,11.0
4006,2014-01-02 02:01:11.488048,232.96,3.0,232.99,1.0
4007,2014-01-02 02:01:11.988384,232.94,7.0,232.98,5.0
4008,2014-01-02 02:01:12.488347,232.92,5.0,232.97,3.0
4009,2014-01-02 02:01:12.984537,232.93,1.0,232.98,3.0
4010,2014-01-02 02:01:13.488550,232.92,6.0,232.98,5.0
4011,2014-01-02 02:01:13.988946,232.93,4.0,232.96,1.0
4012,2014-01-02 02:01:14.988856,232.93,3.0,232.96,1.0
4013,2014-01-02 02:01:15.488848,232.93,3.0,232.96,3.0
4014,2014-01-02 02:01:15.989182,232.93,4.0,232.98,4.0
4015,2014-01-02 02:01:16.489345,232.92,1.0,232.96,1.0
4016,2014-01-02 02:01:17.489857,232.9,3.0,232.95,3.0
4017,2014-01-02 02:01:18.990055,232.9,4.0,232.96,12.0
4018,2014-01-02 02:01:19.490550,232.91,1.0,232.96,13.0
4019,2014-01-02 02:01:19.990490,232.9,2.0,232.95,1.0
4020,2014-01-02 02:01:20.490650,232.9,2.0,232.95,2.0
4021,2014-01-02 02:01:20.990956,232.91,2.0,232.95,3.0
4022,2014-01-02 02:01:21.488958,232.92,1.0,232.95,1.0
4023,2014-01-02 02:01:21.989864,232.91,3.0,232.95,2.0
4024,2014-01-02 02:01:22.491403,232.91,4.0,232.94,1.0
4025,2014-01-02 02:01:23.491280,232.91,5.0,232.95,1.0
4026,2014-01-02 02:01:24.491680,232.91,3.0,232.95,1.0
4027,2014-01-02 02:01:25.492266,232.92,1.0,232.96,2.0
4028,2014-01-02 02:01:25.989150,232.91,3.0,232.96,3.0
4029,2014-01-02 02:01:27.492841,232.89,9.0,232.95,6.0
4030,2014-01-02 02:01:27.992732,232.89,8.0,232.95,5.0
4031,2014-01-02 02:01:28.493121,232.9,3.0,232.95,1.0
4032,2014-01-02 02:01:28.993247,232.89,3.0,232.94,5.0
4033,2014-01-02 02:01:29.493376,232.89,5.0,232.94,2.0
4034,2014-01-02 02:01:29.993367,232.9,1.0,232.95,6.0
4035,2014-01-02 02:01:30.493563,232.9,4.0,232.95,3.0
4036,2014-01-02 02:01:30.993885,232.92,1.0,232.95,2.0
4037,2014-01-02 02:01:31.494586,232.91,4.0,232.97,1.0
4038,2014-01-02 02:01:31.994853,232.94,4.0,233.01,3.0
4039,2014-01-02 02:01:32.495090,232.96,3.0,233.01,2.0
4040,2014-01-02 02:01:32.995153,232.95,3.0,232.99,1.0
4041,2014-01-02 02:01:33.495379,232.95,2.0,232.99,1.0
4042,2014-01-02 02:01:33.994284,232.96,1.0,232.99,1.0
4043,2014-01-02 02:01:34.495996,232.93,1.0,232.97,1.0
4044,2014-01-02 02:01:35.496112,232.93,4.0,232.98,2.0
4045,2014-01-02 02:01:35.995797,232.93,2.0,232.98,2.0
4046,2014-01-02 02:01:36.496493,232.94,2.0,232.98,2.0
4047,2014-01-02 02:01:36.996200,232.94,4.0,232.98,1.0
4048,2014-01-02 02:01:37.496491,232.94,2.0,232.98,1.0
4049,2014-01-02 02:01:38.496578,232.94,2.0,232.99,1.0
4050,2014-01-02 02:01:39.993804,232.96,1.0,233.01,2.0
4051,2014-01-02 02:01:40.497253,232.95,2.0,232.99,1.0
4052,2014-01-02 02:01:40.997204,232.96,1.0,232.99,1.0
4053,2014-01-02 02:01:41.497975,232.97,1.0,233.01,2.0
4054,2014-01-02 02:01:41.997850,232.98,1.0,233.01,1.0
4055,2014-01-02 02:01:42.498076,232.98,2.0,233.02,1.0
4056,2014-01-02 02:01:42.997785,232.98,1.0,233.02,1.0
4057,2014-01-02 02:01:43.498431,232.98,1.0,233.03,9.0
4058,2014-01-02 02:01:43.997852,232.98,1.0,233.03,10.0
4059,2014-01-02 02:01:44.498465,232.98,3.0,233.03,10.0
4060,2014-01-02 02:01:44.998186,232.98,2.0,233.03,10.0
4061,2014-01-02 02:01:45.498868,232.99,1.0,233.03,1.0
4062,2014-01-02 02:01:45.998669,232.99,1.0,233.03,2.0
4063,2014-01-02 02:01:46.498561,232.99,2.0,233.03,2.0
4064,2014-01-02 02:01:48.499143,232.99,2.0,233.02,1.0
4065,2014-01-02 02:01:48.999386,232.99,1.0,233.04,8.0
4066,2014-01-02 02:01:49.499635,232.98,3.0,233.03,2.0
4067,2014-01-02 02:01:49.999841,232.97,2.0,233.02,4.0
4068,2014-01-02 02:01:51.499979,232.97,4.0,233.02,1.0
4069,2014-01-02 02:01:51.999604,232.97,2.0,233.02,1.0
4070,2014-01-02 02:01:54.000262,232.98,2.0,233.02,1.0
4071,2014-01-02 02:01:54.500489,232.98,3.0,233.02,2.0
4072,2014-01-02 02:01:56.000688,232.99,1.0,233.03,4.0
4073,2014-01-02 02:01:56.501065,232.98,1.0,233.01,1.0
4074,2014-01-02 02:01:58.001224,232.97,1.0,233.01,1.0
4075,2014-01-02 02:01:58.501042,232.97,1.0,233.01,2.0
4076,2014-01-02 02:01:59.502046,232.98,1.0,233.01,2.0
4077,2014-01-02 02:02:00.002338,232.97,3.0,233.03,4.0
